Accident_ID,Accident_Date,Year,Month,Province,District,Road_Type,Intersection_Type,Time_of_Day,Accident_Severity,Weather_Condition,Road_Surface,Vehicle_Type,Speed_Zone,Driver_Gender
455,2024-02-28,2024,February,Lumbini,Rupandehi,Highway,Straight,Night,Damage Only,Dusty,Slippery,Motorbike,30,Female
265,2023-09-03,2023,September,Gandaki,Tanahun,Highway,Straight,Evening,Serious Injury,Clear,Dry,Car,50,Male
761,2024-12-05,2024,December,Bagmati,Lalitpur,Highway,Curve,Afternoon,Serious Injury,Rain,Wet,Car,50,Female
980,2025-06-30,2025,June,Karnali,Surkhet,Urban,Curve,Night,Minor Injury,Rain,Wet,Motorbike,30,Male
445,2024-02-19,2024,February,Madhesh,Bara,Urban,Curve,Afternoon,Fatal,Clear,Damaged,Motorbike,30,Male
396,2023-12-26,2023,December,Gandaki,Lamjung,Rural,Straight,Morning,Serious Injury,Clear,Dry,Motorbike,50,Female
742,2024-11-20,2024,November,Koshi,Morang,Urban,Straight,Afternoon,Damage Only,Clear,Dry,Motorbike,30,Male
177,2023-06-01,2023,June,Madhesh,Rautahat,Urban,Straight,Evening,Minor Injury,Rain,Wet,Motorbike,80,Female
19,2023-01-14,2023,January,Koshi,Sunsari,Feeder,Junction,Evening,Minor Injury,Rain,Wet,Motorbike,50,Male
949,2025-05-30,2025,May,Bagmati,Bhaktapur,Urban,Curve,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Female
815,2025-01-20,2025,January,Bagmati,Chitwan,Feeder,Straight,Morning,Minor Injury,Clear,Dry,Motorbike,30,Male
596,2024-07-16,2024,July,Lumbini,Banke,Highway,Curve,Evening,Minor Injury,Clear,Dry,Truck,80,Male
62,2023-02-13,2023,February,Koshi,Jhapa,Highway,Straight,Evening,Damage Only,Clear,Wet,Scooter,80,Female
273,2023-09-06,2023,September,Karnali,Surkhet,Rural,Junction,Evening,Serious Injury,Fog,Wet,Jeep,30,Female
1126,2025-11-24,2025,November,Lumbini,Banke,Rural,Straight,Evening,Fatal,Rain,Wet,Car,30,Male
279,2023-09-10,2023,September,Gandaki,Tanahun,Urban,Straight,Night,Minor Injury,Rain,Wet,Car,30,Male
842,2025-02-12,2025,February,Gandaki,Kaski,Rural,Junction,Afternoon,Minor Injury,Clear,Damaged,Car,30,Male
369,2023-11-30,2023,November,Bagmati,Bhaktapur,Highway,Straight,Night,Serious Injury,Clear,Wet,Car,50,Female
887,2025-03-25,2025,March,Sudurpashchim,Doti,Urban,Curve,Evening,Fatal,Dusty,Wet,Bus,50,Male
1015,2025-07-28,2025,July,Madhesh,Parsa,Highway,Junction,Afternoon,Minor Injury,Dusty,Slippery,Scooter,30,Male
860,2025-03-03,2025,March,Karnali,Jumla,Rural,Roundabout,Night,Serious Injury,Dusty,Wet,Motorbike,30,Female
721,2024-11-06,2024,November,Gandaki,Kaski,Urban,Curve,Afternoon,Minor Injury,Rain,Wet,Motorbike,80,Male
826,2025-01-30,2025,January,Lumbini,Rupandehi,Rural,Junction,Morning,Damage Only,Clear,Wet,Motorbike,30,Female
548,2024-05-22,2024,May,Madhesh,Rautahat,Rural,Straight,Night,Serious Injury,Rain,Wet,Truck,30,Male
880,2025-03-16,2025,March,Lumbini,Kapilvastu,Feeder,Straight,Afternoon,Serious Injury,Fog,Damaged,Motorbike,50,Male
900,2025-04-08,2025,April,Gandaki,Gorkha,Highway,Junction,Night,Serious Injury,Rain,Wet,Scooter,30,Male
457,2024-03-01,2024,March,Karnali,Dailekh,Highway,Straight,Morning,Serious Injury,Clear,Damaged,Car,30,Male
394,2023-12-25,2023,December,Koshi,Morang,Highway,Straight,Afternoon,Damage Only,Clear,Wet,Truck,30,Female
676,2024-09-23,2024,September,Sudurpashchim,Achham,Urban,Straight,Night,Minor Injury,Dusty,Wet,Car,50,Male
912,2025-04-25,2025,April,Karnali,Kalikot,Urban,Straight,Morning,Minor Injury,Dusty,Dry,Motorbike,50,Male
965,2025-06-14,2025,June,Karnali,Jumla,Rural,Curve,Night,Minor Injury,Fog,Dry,Scooter,30,Male
376,2023-12-07,2023,December,Karnali,Jumla,Feeder,Straight,Evening,Minor Injury,Clear,Damaged,Motorbike,30,Male
413,2024-01-20,2024,January,Koshi,Sunsari,Highway,Straight,Afternoon,Fatal,Clear,Damaged,Motorbike,30,Male
75,2023-02-24,2023,February,Madhesh,Sarlahi,Urban,Junction,Afternoon,Minor Injury,Clear,Slippery,Car,80,Male
1122,2025-11-15,2025,November,Koshi,Sunsari,Highway,Straight,Morning,Damage Only,Clear,Dry,Jeep,50,Female
863,2025-03-06,2025,March,Lumbini,Kapilvastu,Urban,Straight,Night,Serious Injury,Rain,Wet,Car,80,Male
501,2024-04-04,2024,April,Koshi,Morang,Feeder,Junction,Evening,Fatal,Clear,Wet,Microbus,80,Male
942,2025-05-26,2025,May,Bagmati,Bhaktapur,Urban,Straight,Morning,Damage Only,Clear,Dry,Scooter,30,Male
617,2024-07-30,2024,July,Bagmati,Bhaktapur,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Car,30,Male
115,2023-04-01,2023,April,Gandaki,Gorkha,Highway,Straight,Night,Minor Injury,Clear,Slippery,Scooter,50,Female
418,2024-01-27,2024,January,Karnali,Surkhet,Urban,Straight,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male
602,2024-07-19,2024,July,Lumbini,Dang,Highway,Junction,Morning,Damage Only,Clear,Slippery,Motorbike,80,Male
605,2024-07-22,2024,July,Lumbini,Banke,Urban,Curve,Evening,Minor Injury,Clear,Dry,Car,50,Female
90,2023-03-11,2023,March,Koshi,Sunsari,Urban,Straight,Evening,Damage Only,Rain,Wet,Scooter,50,Male
1149,2025-12-12,2025,December,Lumbini,Banke,Highway,Straight,Evening,Damage Only,Rain,Wet,Motorbike,80,Male
499,2024-04-01,2024,April,Sudurpashchim,Achham,Highway,Curve,Evening,Minor Injury,Clear,Dry,Bus,30,Male
876,2025-03-15,2025,March,Madhesh,Sarlahi,Rural,Straight,Afternoon,Minor Injury,Rain,Wet,Bus,30,Female
927,2025-05-11,2025,May,Sudurpashchim,Doti,Urban,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Male
999,2025-07-18,2025,July,Koshi,Sunsari,Feeder,Curve,Evening,Minor Injury,Clear,Wet,Car,80,Female
12,2023-01-10,2023,January,Bagmati,Chitwan,Highway,Curve,Evening,Serious Injury,Clear,Damaged,Scooter,30,Male
397,2023-12-26,2023,December,Bagmati,Chitwan,Highway,Junction,Afternoon,Minor Injury,Clear,Wet,Scooter,30,Male
755,2024-12-02,2024,December,Lumbini,Rupandehi,Highway,Straight,Afternoon,Damage Only,Clear,Slippery,Motorbike,50,Male
556,2024-05-29,2024,May,Bagmati,Kathmandu,Highway,Junction,Afternoon,Serious Injury,Clear,Slippery,Car,30,Male
43,2023-01-31,2023,January,Sudurpashchim,Kanchanpur,Rural,Straight,Morning,Damage Only,Clear,Wet,Motorbike,30,Male
168,2023-05-23,2023,May,Madhesh,Rautahat,Urban,Straight,Evening,Damage Only,Clear,Slippery,Car,30,Male
417,2024-01-26,2024,January,Sudurpashchim,Kailali,Rural,Straight,Afternoon,Minor Injury,Rain,Wet,Car,80,Male
577,2024-06-27,2024,June,Koshi,Morang,Urban,Straight,Evening,Serious Injury,Clear,Wet,Scooter,80,Male
268,2023-09-04,2023,September,Sudurpashchim,Doti,Feeder,Straight,Evening,Minor Injury,Clear,Wet,Car,30,Female
808,2025-01-11,2025,January,Koshi,Ilam,Rural,Straight,Evening,Serious Injury,Clear,Slippery,Car,30,Male
427,2024-02-03,2024,February,Madhesh,Bara,Rural,Straight,Night,Minor Injury,Clear,Damaged,Bus,30,Male
691,2024-10-07,2024,October,Sudurpashchim,Achham,Highway,Curve,Evening,Minor Injury,Clear,Damaged,Car,30,Female
545,2024-05-18,2024,May,Gandaki,Lamjung,Highway,Curve,Night,Serious Injury,Clear,Slippery,Car,50,Male
1123,2025-11-17,2025,November,Madhesh,Sarlahi,Highway,Straight,Morning,Serious Injury,Rain,Wet,Motorbike,80,Male
675,2024-09-23,2024,September,Gandaki,Lamjung,Rural,Straight,Morning,Fatal,Clear,Dry,Motorbike,50,Male
690,2024-10-06,2024,October,Karnali,Surkhet,Highway,Straight,Night,Serious Injury,Clear,Slippery,Scooter,80,Male
1055,2025-09-07,2025,September,Madhesh,Bara,Highway,Junction,Afternoon,Minor Injury,Clear,Damaged,Car,30,Male
1177,2026-01-07,2026,January,Karnali,Dailekh,Urban,Straight,Evening,Minor Injury,Fog,Slippery,Motorbike,30,Male
1033,2025-08-14,2025,August,Koshi,Morang,Urban,Junction,Afternoon,Serious Injury,Fog,Slippery,Car,30,Male
1035,2025-08-17,2025,August,Koshi,Ilam,Highway,Junction,Evening,Damage Only,Clear,Slippery,Car,80,Male
258,2023-08-30,2023,August,Karnali,Dailekh,Rural,Roundabout,Afternoon,Fatal,Rain,Wet,Motorbike,50,Male
336,2023-10-29,2023,October,Gandaki,Tanahun,Urban,Straight,Morning,Minor Injury,Clear,Damaged,Motorbike,30,Male
16,2023-01-13,2023,January,Gandaki,Gorkha,Rural,Straight,Afternoon,Minor Injury,Clear,Slippery,Jeep,30,Female
902,2025-04-09,2025,April,Karnali,Dailekh,Highway,Junction,Afternoon,Minor Injury,Clear,Damaged,Bus,80,Male
325,2023-10-18,2023,October,Bagmati,Bhaktapur,Rural,Straight,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male
608,2024-07-23,2024,July,Bagmati,Lalitpur,Urban,Straight,Afternoon,Minor Injury,Dusty,Wet,Bus,50,Male
1054,2025-09-05,2025,September,Koshi,Morang,Urban,Straight,Evening,Fatal,Clear,Slippery,Motorbike,30,Female
791,2025-01-01,2025,January,Sudurpashchim,Kailali,Rural,Straight,Morning,Damage Only,Rain,Wet,Scooter,80,Female
223,2023-07-15,2023,July,Lumbini,Rupandehi,Highway,Curve,Evening,Damage Only,Dusty,Slippery,Car,30,Male
180,2023-06-04,2023,June,Madhesh,Sarlahi,Urban,Junction,Evening,Damage Only,Rain,Wet,Car,80,Female
100,2023-03-22,2023,March,Karnali,Surkhet,Highway,Curve,Afternoon,Minor Injury,Clear,Wet,Bus,50,Male
522,2024-04-28,2024,April,Gandaki,Tanahun,Highway,Straight,Morning,Minor Injury,Clear,Damaged,Truck,50,Male
23,2023-01-17,2023,January,Gandaki,Lamjung,Highway,Curve,Evening,Minor Injury,Clear,Damaged,Motorbike,80,Female
357,2023-11-21,2023,November,Gandaki,Kaski,Highway,Straight,Afternoon,Minor Injury,Clear,Wet,Motorbike,50,Female
734,2024-11-15,2024,November,Lumbini,Kapilvastu,Highway,Junction,Night,Fatal,Clear,Dry,Motorbike,80,Male
1094,2025-10-07,2025,October,Lumbini,Kapilvastu,Highway,Straight,Morning,Serious Injury,Fog,Slippery,Motorbike,30,Male
1112,2025-11-04,2025,November,Koshi,Ilam,Urban,Straight,Evening,Damage Only,Clear,Slippery,Car,30,Female
612,2024-07-25,2024,July,Bagmati,Bhaktapur,Urban,Junction,Evening,Serious Injury,Clear,Damaged,Car,50,Female
1010,2025-07-26,2025,July,Gandaki,Lamjung,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Car,30,Female
341,2023-11-02,2023,November,Bagmati,Kathmandu,Highway,Straight,Afternoon,Damage Only,Clear,Dry,Motorbike,50,Male
432,2024-02-09,2024,February,Koshi,Sunsari,Urban,Curve,Morning,Serious Injury,Clear,Slippery,Bus,30,Male
962,2025-06-09,2025,June,Karnali,Kalikot,Urban,Straight,Evening,Damage Only,Clear,Dry,Car,50,Female
218,2023-07-08,2023,July,Gandaki,Kaski,Highway,Junction,Night,Serious Injury,Clear,Dry,Truck,50,Female
204,2023-06-28,2023,June,Lumbini,Kapilvastu,Highway,Straight,Evening,Minor Injury,Clear,Wet,Microbus,80,Male
906,2025-04-12,2025,April,Sudurpashchim,Kailali,Highway,Straight,Evening,Minor Injury,Dusty,Slippery,Car,50,Female
923,2025-05-06,2025,May,Madhesh,Bara,Rural,Curve,Evening,Minor Injury,Dusty,Damaged,Motorbike,30,Male
94,2023-03-15,2023,March,Lumbini,Rupandehi,Rural,Curve,Night,Damage Only,Clear,Damaged,Car,80,Male
911,2025-04-25,2025,April,Lumbini,Banke,Rural,Junction,Afternoon,Minor Injury,Clear,Wet,Bus,50,Male
69,2023-02-21,2023,February,Sudurpashchim,Achham,Highway,Straight,Afternoon,Serious Injury,Dusty,Dry,Car,30,Male
895,2025-04-05,2025,April,Madhesh,Sarlahi,Highway,Curve,Afternoon,Fatal,Dusty,Slippery,Motorbike,50,Female
285,2023-09-16,2023,September,Madhesh,Sarlahi,Urban,Straight,Night,Minor Injury,Rain,Wet,Car,30,Male
697,2024-10-10,2024,October,Bagmati,Bhaktapur,Feeder,Curve,Evening,Damage Only,Clear,Damaged,Microbus,80,Male
86,2023-03-08,2023,March,Karnali,Kalikot,Rural,Roundabout,Night,Minor Injury,Clear,Dry,Scooter,50,Female
435,2024-02-11,2024,February,Lumbini,Dang,Highway,Straight,Night,Damage Only,Rain,Wet,Jeep,30,Male
797,2025-01-07,2025,January,Koshi,Morang,Highway,Straight,Morning,Serious Injury,Fog,Wet,Motorbike,30,Female
154,2023-05-11,2023,May,Lumbini,Banke,Rural,Junction,Afternoon,Damage Only,Clear,Damaged,Motorbike,50,Male
76,2023-02-24,2023,February,Lumbini,Dang,Rural,Straight,Morning,Minor Injury,Rain,Wet,Bus,80,Male
1043,2025-08-27,2025,August,Lumbini,Rupandehi,Highway,Straight,Evening,Serious Injury,Clear,Damaged,Motorbike,30,Male
581,2024-06-29,2024,June,Bagmati,Chitwan,Urban,Straight,Morning,Serious Injury,Rain,Wet,Scooter,80,Female
447,2024-02-20,2024,February,Lumbini,Kapilvastu,Highway,Straight,Morning,Damage Only,Fog,Slippery,Scooter,30,Male
704,2024-10-21,2024,October,Sudurpashchim,Kanchanpur,Feeder,Straight,Afternoon,Minor Injury,Clear,Damaged,Truck,50,Male
189,2023-06-17,2023,June,Sudurpashchim,Doti,Rural,Straight,Afternoon,Damage Only,Clear,Dry,Scooter,80,Male
272,2023-09-06,2023,September,Sudurpashchim,Kailali,Feeder,Straight,Evening,Serious Injury,Clear,Damaged,Bus,30,Female
237,2023-08-08,2023,August,Bagmati,Bhaktapur,Urban,Junction,Afternoon,Serious Injury,Clear,Slippery,Truck,30,Male
488,2024-03-24,2024,March,Koshi,Jhapa,Urban,Straight,Morning,Serious Injury,Dusty,Dry,Motorbike,30,Male
1160,2025-12-23,2025,December,Madhesh,Parsa,Rural,Junction,Morning,Minor Injury,Clear,Damaged,Car,30,Male
560,2024-06-02,2024,June,Bagmati,Kathmandu,Feeder,Curve,Night,Minor Injury,Rain,Wet,Microbus,80,Female
118,2023-04-04,2023,April,Karnali,Kalikot,Rural,Junction,Night,Minor Injury,Rain,Wet,Bus,50,Male
638,2024-08-18,2024,August,Sudurpashchim,Kailali,Highway,Curve,Evening,Damage Only,Clear,Wet,Motorbike,50,Male
1128,2025-11-25,2025,November,Sudurpashchim,Kailali,Urban,Straight,Evening,Serious Injury,Fog,Dry,Motorbike,80,Male
751,2024-11-29,2024,November,Koshi,Ilam,Highway,Straight,Evening,Minor Injury,Dusty,Wet,Jeep,30,Female
513,2024-04-14,2024,April,Lumbini,Banke,Highway,Junction,Night,Damage Only,Clear,Dry,Bus,50,Male
634,2024-08-16,2024,August,Koshi,Sunsari,Highway,Straight,Afternoon,Fatal,Clear,Damaged,Motorbike,30,Male
786,2024-12-25,2024,December,Madhesh,Sarlahi,Urban,Junction,Afternoon,Damage Only,Rain,Wet,Scooter,50,Male
1007,2025-07-25,2025,July,Sudurpashchim,Kailali,Highway,Junction,Morning,Damage Only,Clear,Dry,Motorbike,50,Male
853,2025-02-22,2025,February,Koshi,Sunsari,Feeder,Junction,Evening,Minor Injury,Clear,Wet,Motorbike,50,Female
127,2023-04-16,2023,April,Gandaki,Lamjung,Highway,Curve,Afternoon,Fatal,Clear,Wet,Car,30,Male
117,2023-04-04,2023,April,Bagmati,Bhaktapur,Urban,Junction,Afternoon,Minor Injury,Clear,Damaged,Motorbike,50,Female
474,2024-03-14,2024,March,Koshi,Ilam,Highway,Junction,Morning,Minor Injury,Clear,Damaged,Motorbike,50,Male
741,2024-11-19,2024,November,Lumbini,Kapilvastu,Rural,Straight,Night,Minor Injury,Dusty,Slippery,Motorbike,50,Male
993,2025-07-14,2025,July,Koshi,Morang,Highway,Junction,Night,Serious Injury,Clear,Dry,Car,30,Male
58,2023-02-10,2023,February,Bagmati,Chitwan,Urban,Straight,Morning,Serious Injury,Rain,Wet,Motorbike,30,Male
604,2024-07-21,2024,July,Lumbini,Dang,Rural,Junction,Morning,Damage Only,Clear,Damaged,Truck,80,Male
787,2024-12-27,2024,December,Gandaki,Gorkha,Highway,Straight,Morning,Minor Injury,Clear,Wet,Jeep,30,Male
971,2025-06-22,2025,June,Karnali,Dailekh,Highway,Straight,Afternoon,Damage Only,Clear,Dry,Motorbike,30,Female
657,2024-09-09,2024,September,Madhesh,Bara,Rural,Straight,Morning,Serious Injury,Clear,Dry,Truck,80,Male
903,2025-04-10,2025,April,Madhesh,Rautahat,Urban,Junction,Morning,Minor Injury,Rain,Wet,Car,30,Female
922,2025-05-06,2025,May,Gandaki,Kaski,Urban,Curve,Morning,Serious Injury,Fog,Damaged,Truck,30,Male
106,2023-03-25,2023,March,Koshi,Jhapa,Urban,Straight,Afternoon,Minor Injury,Fog,Wet,Bus,50,Female
636,2024-08-16,2024,August,Sudurpashchim,Doti,Highway,Straight,Night,Minor Injury,Clear,Damaged,Car,50,Male
370,2023-11-30,2023,November,Sudurpashchim,Kanchanpur,Highway,Junction,Evening,Minor Injury,Clear,Dry,Bus,30,Male
269,2023-09-04,2023,September,Bagmati,Kathmandu,Rural,Straight,Evening,Serious Injury,Clear,Dry,Scooter,80,Male
656,2024-09-07,2024,September,Sudurpashchim,Doti,Highway,Straight,Morning,Damage Only,Clear,Wet,Bus,80,Male
47,2023-02-03,2023,February,Koshi,Jhapa,Highway,Curve,Morning,Minor Injury,Rain,Wet,Motorbike,80,Female
350,2023-11-10,2023,November,Gandaki,Tanahun,Rural,Roundabout,Afternoon,Damage Only,Clear,Damaged,Truck,50,Male
774,2024-12-15,2024,December,Sudurpashchim,Achham,Rural,Junction,Morning,Damage Only,Clear,Wet,Microbus,50,Male
196,2023-06-23,2023,June,Gandaki,Gorkha,Highway,Curve,Night,Minor Injury,Clear,Dry,Car,80,Male
103,2023-03-24,2023,March,Sudurpashchim,Kanchanpur,Urban,Junction,Night,Minor Injury,Rain,Wet,Motorbike,50,Male
5,2023-01-06,2023,January,Sudurpashchim,Kailali,Rural,Junction,Evening,Damage Only,Clear,Wet,Motorbike,30,Male
620,2024-08-01,2024,August,Sudurpashchim,Doti,Highway,Junction,Morning,Minor Injury,Clear,Wet,Motorbike,50,Male
991,2025-07-13,2025,July,Sudurpashchim,Achham,Urban,Junction,Afternoon,Damage Only,Dusty,Slippery,Truck,30,Male
53,2023-02-07,2023,February,Bagmati,Bhaktapur,Urban,Straight,Night,Serious Injury,Clear,Damaged,Truck,30,Male
264,2023-09-03,2023,September,Sudurpashchim,Kanchanpur,Rural,Straight,Afternoon,Serious Injury,Clear,Damaged,Motorbike,80,Male
1093,2025-10-04,2025,October,Karnali,Jumla,Rural,Roundabout,Night,Damage Only,Clear,Damaged,Motorbike,30,Female
444,2024-02-18,2024,February,Koshi,Ilam,Urban,Curve,Night,Minor Injury,Clear,Slippery,Motorbike,30,Female
972,2025-06-22,2025,June,Karnali,Surkhet,Highway,Straight,Morning,Minor Injury,Clear,Slippery,Jeep,50,Female
783,2024-12-23,2024,December,Sudurpashchim,Kailali,Rural,Junction,Afternoon,Serious Injury,Clear,Wet,Motorbike,30,Male
847,2025-02-14,2025,February,Gandaki,Tanahun,Highway,Straight,Evening,Minor Injury,Clear,Damaged,Motorbike,50,Male
692,2024-10-08,2024,October,Bagmati,Lalitpur,Feeder,Curve,Night,Minor Injury,Rain,Wet,Motorbike,30,Male
305,2023-10-03,2023,October,Bagmati,Lalitpur,Rural,Junction,Morning,Minor Injury,Rain,Wet,Microbus,80,Female
342,2023-11-02,2023,November,Karnali,Dailekh,Feeder,Straight,Morning,Serious Injury,Dusty,Dry,Car,50,Male
867,2025-03-08,2025,March,Madhesh,Rautahat,Rural,Junction,Evening,Serious Injury,Clear,Wet,Car,80,Male
314,2023-10-12,2023,October,Bagmati,Bhaktapur,Highway,Straight,Morning,Minor Injury,Rain,Wet,Motorbike,30,Male
150,2023-05-08,2023,May,Karnali,Dailekh,Urban,Junction,Night,Damage Only,Dusty,Damaged,Car,30,Male
125,2023-04-13,2023,April,Bagmati,Chitwan,Highway,Junction,Afternoon,Serious Injury,Dusty,Damaged,Truck,30,Male
1063,2025-09-14,2025,September,Bagmati,Bhaktapur,Rural,Straight,Afternoon,Serious Injury,Clear,Dry,Car,50,Male
575,2024-06-26,2024,June,Madhesh,Sarlahi,Highway,Roundabout,Morning,Serious Injury,Clear,Damaged,Scooter,50,Female
698,2024-10-11,2024,October,Gandaki,Lamjung,Highway,Roundabout,Afternoon,Serious Injury,Rain,Wet,Motorbike,30,Male
665,2024-09-18,2024,September,Bagmati,Chitwan,Feeder,Junction,Evening,Serious Injury,Clear,Wet,Motorbike,50,Male
51,2023-02-06,2023,February,Lumbini,Kapilvastu,Urban,Junction,Morning,Serious Injury,Clear,Dry,Car,80,Female
727,2024-11-10,2024,November,Koshi,Morang,Highway,Straight,Afternoon,Minor Injury,Dusty,Damaged,Motorbike,80,Male
800,2025-01-08,2025,January,Bagmati,Kathmandu,Urban,Curve,Morning,Serious Injury,Rain,Wet,Scooter,30,Male
354,2023-11-19,2023,November,Karnali,Kalikot,Rural,Roundabout,Evening,Damage Only,Rain,Wet,Motorbike,80,Male
1153,2025-12-14,2025,December,Koshi,Jhapa,Rural,Junction,Evening,Minor Injury,Rain,Wet,Scooter,30,Male
143,2023-04-30,2023,April,Koshi,Morang,Urban,Junction,Night,Serious Injury,Rain,Wet,Jeep,30,Other
471,2024-03-11,2024,March,Karnali,Kalikot,Urban,Curve,Afternoon,Minor Injury,Clear,Slippery,Motorbike,30,Male
654,2024-09-05,2024,September,Gandaki,Lamjung,Highway,Junction,Evening,Minor Injury,Clear,Wet,Motorbike,30,Male
400,2023-12-30,2023,December,Sudurpashchim,Achham,Rural,Straight,Morning,Minor Injury,Rain,Wet,Motorbike,50,Male
1154,2025-12-15,2025,December,Karnali,Jumla,Highway,Straight,Evening,Minor Injury,Clear,Wet,Scooter,30,Male
938,2025-05-21,2025,May,Karnali,Dailekh,Urban,Straight,Evening,Minor Injury,Clear,Slippery,Jeep,50,Male
321,2023-10-15,2023,October,Koshi,Ilam,Highway,Curve,Afternoon,Minor Injury,Clear,Slippery,Truck,80,Male
20,2023-01-14,2023,January,Madhesh,Sarlahi,Highway,Junction,Morning,Serious Injury,Clear,Wet,Motorbike,80,Male
685,2024-10-04,2024,October,Lumbini,Banke,Rural,Curve,Afternoon,Serious Injury,Clear,Wet,Motorbike,50,Male
36,2023-01-25,2023,January,Bagmati,Bhaktapur,Highway,Curve,Evening,Damage Only,Rain,Wet,Scooter,50,Male
825,2025-01-29,2025,January,Koshi,Sunsari,Highway,Straight,Evening,Minor Injury,Fog,Wet,Motorbike,30,Male
506,2024-04-06,2024,April,Karnali,Surkhet,Rural,Junction,Afternoon,Serious Injury,Clear,Slippery,Car,30,Male
828,2025-02-01,2025,February,Gandaki,Kaski,Urban,Junction,Evening,Serious Injury,Clear,Wet,Motorbike,50,Male
1071,2025-09-19,2025,September,Lumbini,Banke,Highway,Junction,Morning,Fatal,Dusty,Dry,Car,30,Male
408,2024-01-07,2024,January,Karnali,Jumla,Highway,Straight,Morning,Fatal,Clear,Slippery,Motorbike,30,Male
818,2025-01-22,2025,January,Lumbini,Dang,Highway,Straight,Morning,Minor Injury,Clear,Damaged,Bus,50,Female
538,2024-05-12,2024,May,Gandaki,Gorkha,Feeder,Straight,Afternoon,Damage Only,Rain,Wet,Motorbike,30,Male
759,2024-12-03,2024,December,Sudurpashchim,Doti,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Jeep,30,Other
1069,2025-09-17,2025,September,Sudurpashchim,Achham,Urban,Junction,Morning,Fatal,Fog,Damaged,Scooter,30,Male
893,2025-04-04,2025,April,Karnali,Jumla,Rural,Straight,Morning,Serious Injury,Clear,Damaged,Car,30,Male
39,2023-01-26,2023,January,Madhesh,Parsa,Urban,Straight,Morning,Serious Injury,Clear,Damaged,Microbus,80,Female
176,2023-06-01,2023,June,Karnali,Jumla,Rural,Straight,Morning,Damage Only,Clear,Dry,Bus,50,Male
246,2023-08-20,2023,August,Koshi,Ilam,Urban,Curve,Night,Minor Injury,Clear,Damaged,Motorbike,30,Male
811,2025-01-13,2025,January,Karnali,Kalikot,Urban,Straight,Morning,Serious Injury,Dusty,Dry,Bus,50,Male
1085,2025-09-27,2025,September,Lumbini,Kapilvastu,Highway,Junction,Afternoon,Damage Only,Fog,Dry,Bus,50,Male
1078,2025-09-24,2025,September,Bagmati,Lalitpur,Highway,Straight,Afternoon,Minor Injury,Clear,Wet,Car,30,Male
785,2024-12-24,2024,December,Bagmati,Chitwan,Feeder,Junction,Morning,Serious Injury,Clear,Wet,Car,30,Other
1185,2026-01-12,2026,January,Madhesh,Rautahat,Rural,Straight,Morning,Serious Injury,Clear,Slippery,Motorbike,50,Female
490,2024-03-25,2024,March,Karnali,Surkhet,Highway,Straight,Night,Fatal,Dusty,Dry,Motorbike,50,Female
155,2023-05-13,2023,May,Karnali,Jumla,Urban,Junction,Evening,Damage Only,Clear,Damaged,Motorbike,50,Male
639,2024-08-18,2024,August,Madhesh,Sarlahi,Urban,Straight,Afternoon,Minor Injury,Dusty,Wet,Motorbike,30,Male
663,2024-09-13,2024,September,Bagmati,Chitwan,Highway,Junction,Evening,Fatal,Clear,Slippery,Truck,30,Male
854,2025-02-23,2025,February,Madhesh,Sarlahi,Rural,Straight,Evening,Fatal,Clear,Dry,Truck,30,Male
288,2023-09-18,2023,September,Madhesh,Bara,Highway,Junction,Morning,Damage Only,Rain,Wet,Scooter,30,Male
626,2024-08-06,2024,August,Bagmati,Lalitpur,Rural,Curve,Night,Damage Only,Clear,Dry,Car,80,Male
1200,2026-01-24,2026,January,Lumbini,Banke,Highway,Junction,Evening,Minor Injury,Clear,Damaged,Car,30,Female
686,2024-10-05,2024,October,Bagmati,Chitwan,Highway,Junction,Night,Minor Injury,Dusty,Wet,Scooter,80,Male
873,2025-03-13,2025,March,Madhesh,Parsa,Highway,Straight,Evening,Minor Injury,Fog,Dry,Truck,50,Male
570,2024-06-16,2024,June,Madhesh,Parsa,Urban,Straight,Afternoon,Damage Only,Clear,Damaged,Motorbike,30,Male
1144,2025-12-08,2025,December,Lumbini,Kapilvastu,Highway,Straight,Morning,Minor Injury,Fog,Dry,Car,50,Male
735,2024-11-17,2024,November,Koshi,Sunsari,Rural,Straight,Morning,Minor Injury,Clear,Dry,Motorbike,30,Male
793,2025-01-03,2025,January,Karnali,Kalikot,Urban,Straight,Afternoon,Fatal,Clear,Wet,Car,50,Female
18,2023-01-14,2023,January,Sudurpashchim,Achham,Urban,Straight,Morning,Serious Injury,Clear,Wet,Motorbike,80,Female
128,2023-04-17,2023,April,Sudurpashchim,Doti,Urban,Roundabout,Afternoon,Damage Only,Clear,Dry,Car,50,Male
323,2023-10-17,2023,October,Karnali,Surkhet,Urban,Curve,Afternoon,Fatal,Clear,Slippery,Motorbike,30,Male
256,2023-08-29,2023,August,Madhesh,Sarlahi,Urban,Straight,Afternoon,Damage Only,Clear,Wet,Scooter,50,Female
